 -3.1158459e-001	 -2.9893826e-001	  1.7029596e-001	  2.0730030e-001	  1.6688197e-001	 -2.0898660e-001	  1.1574863e-001	 -9.1792254e-002	 -1.3631594e-001	  1.1897302e+000	 -5.1960594e-001	 -7.4093003e-001	  1.6969264e+000	  2.4043705e-001	 -2.3312374e-001	 -3.1617888e-001	  1.1404657e+000	  5.0056251e-001	  2.4165483e+000	  3.9939580e-001	  9.9186177e-001	 -1.5013409e+000	 -1.9753076e+000	 -7.1062993e-001	  1.7733420e-001	  8.2216978e-001	 -1.8571578e+000	  2.7100048e+000	 -1.6851349e+000	  2.5255813e+000	  7.8841378e-001	 -7.9738031e-002	  1.3913928e+000	  6.5616809e-002	 -3.6721358e-001	 -1.5664050e-001	 -1.0735540e+000	 -1.0800395e+000	 -1.0859787e+000	 -1.0416587e+000	  1.9664231e-001	  1.9261163e-001	  1.7367003e-001	 -1.3186882e-001	 -1.9332711e-001	 -5.3422470e-001	 -7.9787807e-001	 -5.0522533e-001	  9.6621716e-002	 -1.6598044e-001	  2.0393812e-001	 -8.0332613e-001	 -9.4537637e-001	 -6.3618413e-002	 -7.1777375e-002	 -7.7971696e-002	 -8.8601362e-002	  2.8591304e+000	 -5.4888074e-001	 -1.0243295e+000	 -1.1440572e-001	 -1.0271624e+000	 -1.0284221e+000	 -1.0203263e+000	 -1.0133391e+000	 -1.6288534e+000	 -9.7750952e-001	 -3.4047506e+000	 -2.1348939e-001	 -2.0338096e-001	 -5.8520070e-002	 -1.9390933e-001	 -1.6954352e+000	  4.7933391e-001	  4.6364507e-001	  4.5505722e-001	  1.0749902e+000	  1.0100872e-001	  8.4451876e-001	 -8.0399447e-001	 -7.8491472e-001	 -1.3668916e+000	 -7.5996136e-001	 -1.9465634e-001	 -1.8379653e-001	 -1.1398398e-001	  6.8107098e-003	  2.2749252e-001	 -3.3543536e-001	  6.0852691e-001	  5.4072487e-001	  4.8593885e-001	  4.4281043e-001	 -3.4377964e-001	  4.0179710e-001	 -3.9935470e-001	  3.6251379e-001	 -3.7012040e-001	  1.1300987e-001	 -1.2056817e+000	 -6.4898599e-001	 -7.2591836e-001	 -8.8379482e-001	 -7.8609948e-001	 -3.0856963e+000	 -2.5974443e+000	  5.2117860e-001	 -6.4524530e-001	  1.3498241e+000	  1.1595518e-001	 -4.8421852e-001	  1.6311710e+000	 -3.0809837e-001	  4.7593888e-001	  4.9007973e-001	  1.5980477e-001	 -1.8833532e-001	
  1.6740555e-001	  1.9035849e-001	  5.1719629e-001	  4.5132425e-001	 -7.5439297e-001	 -6.8010541e-001	 -8.2758885e-001	 -8.3625067e-001	 -1.0910396e+000	 -9.9303895e-001	 -3.3492372e-001	 -6.7243917e-001	 -1.1688535e-001	  2.7150910e-001	 -2.4221315e-001	  1.0726270e+000	 -9.4825940e-001	 -1.3288474e-001	 -9.1898399e-001	 -1.9971699e+000	 -1.7836958e+000	 -9.7331445e-001	  2.7262552e-001	  9.1467217e-001	  9.2268061e-001	  6.3346707e-001	 -8.5943186e-001	  2.1860518e+000	 -8.9799976e-001	  2.2418911e+000	  1.2936524e+000	 -5.5871460e-002	 -3.4075971e-001	 -3.1804711e-001	 -1.4293603e+000	  7.6632200e-002	  6.1867182e-001	  6.2581498e-001	  7.3887833e-001	 -3.8281244e-001	  4.3247661e-001	  4.9920349e-001	  5.4780354e-001	  1.4953807e-001	  1.7116997e-001	  2.9078434e-001	 -1.0409141e+000	 -7.1439944e-001	 -8.0157668e-001	 -9.2318258e-001	 -8.1966497e-001	 -4.7899954e-001	  1.1461856e+000	 -6.5108292e-002	 -6.5348810e-002	 -6.4380253e-002	 -6.0692092e-002	  4.1783587e-001	  3.0806156e-001	 -1.4745379e+000	 -9.2601526e-001	 -1.4689133e+000	 -1.4512081e+000	 -1.4375805e+000	 -1.4268590e+000	 -3.2743272e-001	 -4.8632587e-002	 -3.0768036e-001	 -2.8486159e-001	 -2.5331531e-001	 -9.3146828e-001	 -2.2232056e-001	  1.2525096e+000	 -1.0434090e-001	 -1.1266968e-001	 -1.2614785e-001	 -1.0507641e+000	  9.7881031e-001	 -2.7789120e-001	 -6.1547194e-001	 -6.2603790e-001	  6.2916634e-001	 -1.9861316e-001	  7.6216746e-002	  9.0487490e-002	 -6.5202359e-001	 -6.4486245e-001	 -6.3885496e-001	 -1.6240954e-001	  9.6331494e-001	  9.6868067e-001	  9.7294094e-001	  8.1962991e-001	 -1.3302072e+000	  8.1706854e-001	 -5.9620052e-001	 -8.8888170e-001	 -1.3159262e+000	  4.5832426e-001	 -1.4999643e+000	 -7.9823581e-001	 -7.9649551e-001	 -7.9290236e-001	 -1.7713062e+000	 -4.8876313e-001	 -3.4823088e-001	  2.4757191e+000	 -1.2437356e+000	  7.6083172e-001	  9.3304231e-001	 -3.0239299e+000	  1.0601299e-001	 -7.6116958e-001	  9.0384952e-001	  1.1898683e+000	  4.3858700e-001	  5.9610007e-002	
  8.8784228e-002	  2.5084827e-001	  7.4075428e-001	  6.6580042e-001	 -8.4335107e-001	 -9.1620261e-001	  1.4190040e+000	  2.6501584e+000	 -3.2434742e-001	  1.0036487e+000	 -4.0140932e-001	 -6.3757699e-001	 -8.7184743e-001	  2.8704512e-001	 -2.5071458e-001	 -1.2429510e-001	  1.7656917e+000	 -4.2698540e-002	 -7.0197002e-001	 -1.0910242e-001	  6.9370105e-001	 -3.0175362e-001	  1.2317653e+000	 -7.6461046e-001	 -1.0208835e+000	 -1.6336811e+000	 -7.7889792e-001	  1.7376690e+000	 -7.1818009e-001	  1.6541259e+000	 -6.0859839e-001	 -5.0745100e-001	 -7.5677795e-001	 -7.4544809e-001	 -1.4850363e-001	 -5.1965651e-001	 -6.5472196e-001	 -6.9070198e-001	 -5.3530122e-001	  1.0161894e+000	 -7.8493816e-001	 -1.0407507e+000	 -1.1214292e+000	 -8.0579526e-001	  2.2196098e-001	 -1.2569036e-001	  8.1045358e-001	  1.6166664e+000	  1.6661849e+000	  1.0708215e+000	  1.4528486e+000	  1.1910306e+000	 -3.1557678e-001	 -1.5861709e-001	 -1.6009730e-001	 -1.6247468e-001	 -1.6257390e-001	 -8.6938044e-001	 -6.1509006e-001	  4.3367679e-001	  1.0779976e+000	  4.3563563e-001	  4.4979707e-001	  4.7204218e-001	  4.6475040e-001	  7.1179394e-001	  1.0586097e+000	  6.4172143e-001	  9.5392903e-002	  8.5887447e-002	  1.0016325e+000	  9.0728310e-002	  4.8371329e-001	  5.5628451e-002	  6.5371782e-002	  9.3186838e-002	 -2.1437232e-001	 -1.1238309e+000	  2.2237160e-001	  1.2288069e+000	  1.1710420e+000	  2.0462174e-001	  5.3785157e-001	 -3.8457889e-001	 -3.7727801e-001	  7.2743308e-001	  6.9963796e-001	  7.4831102e-001	 -5.9093116e-001	 -4.9706910e-001	 -4.9509652e-001	 -4.9109806e-001	 -9.9242123e-002	  1.3489240e+000	 -4.6328347e-001	  4.6415374e-001	  7.3299533e-001	  1.3144078e+000	  4.5211411e-001	  8.2861125e-001	  2.0279061e+000	  1.9622837e+000	  1.7736164e+000	  1.1902209e+000	  8.9378837e-001	  7.7904506e-001	 -1.4043363e+000	  1.0635868e+000	 -7.8453825e-001	 -1.0189419e+000	  3.7687221e-001	 -5.4785067e-001	  2.0874343e+000	 -1.0290545e-001	 -8.6240873e-001	  5.6474701e-001	 -3.6985977e-001	
  1.8129847e-001	  2.5018517e-001	  7.5202112e-001	  6.5051708e-001	 -8.6309218e-001	 -8.6896630e-001	  6.4106266e-001	  1.4515339e+000	 -5.9140323e-002	  3.0262503e-002	 -5.2699323e-001	 -7.6170452e-001	  6.2077188e-001	  2.8834271e-001	 -2.5151880e-001	  1.2875796e-001	  1.7549462e+000	 -3.3948653e-001	 -7.4327567e-001	  6.0095090e-001	  7.2276315e-001	 -1.1453480e-001	  1.2317653e+000	 -7.1835589e-001	 -2.5786534e+000	 -1.2804514e+000	 -7.1402337e-001	  1.7343103e+000	 -6.0508596e-001	  1.6388372e+000	  8.7363970e-002	 -1.6993602e-001	 -1.0785875e+000	 -9.0748702e-001	 -2.3143818e-001	 -6.3161181e-001	 -2.8530941e-002	 -8.2970553e-002	 -2.8322796e-001	  1.3861088e+000	  1.7182726e-001	  5.3038393e-002	  3.2620979e-003	 -4.9402469e-001	  2.3368198e-001	 -5.5283986e-001	  2.5396038e-001	  3.0622508e-001	 -6.2451302e-001	 -1.5007224e-001	 -8.2276414e-001	  4.2380814e-001	  1.4076136e+000	 -1.0970576e-001	 -1.2133931e-001	 -1.3604233e-001	 -1.4586080e-001	 -1.9073800e-001	  6.7985602e-001	 -2.1051847e-001	 -2.0474637e-001	 -2.1181018e-001	 -2.1108592e-001	 -2.2171291e-001	 -2.5502728e-001	 -1.4483896e+000	 -2.4106720e+000	 -4.9976020e-001	 -9.1008086e-001	 -8.3485690e-001	 -2.5354619e-001	 -7.4225560e-001	  2.3828602e+000	  4.4320150e-002	  3.3651747e-002	  2.1634319e-002	  3.3791288e-001	  1.0958107e+000	 -5.6724760e-001	 -2.6285338e-001	 -2.6517389e-001	  3.3584024e-001	  1.7366831e-001	 -2.5742805e-001	 -2.6638611e-001	  2.0534935e+000	  2.1326032e+000	  2.2272721e+000	 -6.3463965e-001	 -8.6652318e-002	 -7.2962020e-002	 -6.1055351e-002	  3.9089226e-001	 -2.5408754e-001	  3.9480181e-001	  1.7884428e+000	  1.1566999e+000	 -3.7202944e-001	  6.2797202e-001	  4.8603669e-003	 -9.3267580e-001	 -1.0138393e+000	 -1.1015855e+000	 -2.0209735e-001	  1.2347889e+000	  1.0676818e+000	  3.9222851e-001	 -5.2875626e-001	  2.0520680e-002	 -9.1261932e-001	 -1.6748960e+000	 -6.1315708e-001	  1.2634635e+000	  3.7413086e-001	 -7.2330464e-001	  7.3483983e-001	 -2.5513618e-001	
  3.3212531e-002	  2.2845010e-001	  8.5401575e-001	  7.3661322e-001	 -8.8815397e-001	 -8.4571458e-001	 -1.0517195e-002	 -3.0667267e-001	 -9.7972788e-002	 -1.5446255e-001	 -2.9059998e-001	 -4.4489367e-001	 -1.0340902e-001	  2.9258618e-001	 -2.4974874e-001	  3.3321522e-001	 -6.9491893e-001	  2.4630612e-003	 -5.9243781e-001	 -1.5396164e-001	  5.4741635e-002	  1.6747917e+000	  2.4266934e-001	  2.4552348e-001	  3.8874106e-001	  2.7076575e-001	  1.8750926e-001	  1.3094382e+000	  1.1758555e-001	  1.4978415e+000	 -2.1532389e-002	 -4.2197719e-001	 -7.1108314e-001	 -5.7948444e-001	  2.7925532e-001	  5.5257873e-001	  6.2506824e-002	  5.4591001e-002	 -2.1340130e-002	  5.3117116e-001	  1.1533123e+000	  1.1963537e+000	  1.2215226e+000	  5.8118075e-001	  3.9444202e-001	  4.6284308e-001	  4.4518745e-001	 -6.2032649e-002	 -1.1519076e-001	  3.8180849e-001	 -9.2948882e-002	  2.5710121e-001	  6.8044854e-001	 -1.3895645e-001	 -1.4510901e-001	 -1.4757471e-001	 -1.4883332e-001	 -2.6622360e-001	  6.0342117e-002	  7.5421780e-001	  3.6864700e-001	  7.7522329e-001	  8.2920537e-001	  8.6058591e-001	  8.8163977e-001	 -8.9867271e-002	 -3.6153255e-002	  2.5165112e-001	  4.1085322e-002	  4.5932703e-002	  3.5639780e-001	  4.6227644e-002	  6.4525947e-001	 -3.1802283e-002	 -4.0206906e-002	 -5.2159276e-002	 -1.1055913e-002	 -1.6222051e-002	 -1.9258182e-001	  4.0274679e-001	  4.4384568e-001	  8.8096399e-001	  4.8831650e-001	 -1.4199771e-001	 -1.4792661e-001	  3.9301212e-001	  4.2588556e-001	  4.6717909e-001	 -4.7233198e-001	 -2.1275596e-002	 -2.4009118e-002	 -2.4741083e-002	  3.3872949e-001	  9.5728403e-002	 -2.3586119e-001	  3.0200537e-001	  2.1467923e-001	  1.1269096e-001	  5.1729573e-001	  4.0034133e-001	 -1.5038001e-001	 -1.5963648e-001	 -1.6016325e-001	  2.2780228e-001	 -1.4649915e-001	 -2.4906003e-001	  1.6793027e-001	  1.3142431e-001	 -4.2808053e-002	  5.1270759e-001	 -1.5062564e+000	 -1.9614906e-001	  5.4295499e-002	  8.8575977e-001	  1.0535824e+000	  6.6666601e-001	 -1.3663490e-001	
  1.0930787e-001	  2.1555642e-001	  9.8447399e-001	  8.2169046e-001	 -1.3717201e+000	 -1.1583263e+000	  8.5571265e-001	  5.3105334e-001	  9.8812924e-001	 -2.0223683e-001	  9.3539033e-002	  4.5665391e-001	  1.5350763e+000	  3.0005610e-001	 -2.5059885e-001	 -7.4537885e-001	  2.2257867e+000	 -7.4436122e-002	 -5.0662057e-001	  6.0710328e-001	 -1.4161907e-002	  4.7624459e-001	 -1.0312137e+000	 -9.3191344e-001	  2.5003460e-001	 -2.0164516e+000	  4.4029632e-001	  1.2473027e+000	  4.1615406e-001	  1.0561683e+000	 -1.3615543e+000	 -5.6834669e-001	 -8.0176149e-001	 -5.5700627e-001	  8.2303800e-001	 -1.9791182e-001	 -6.9263926e-001	 -6.6408911e-001	 -5.7164961e-001	  1.1547078e-001	 -7.0626586e-001	 -9.4816455e-001	 -1.1140602e+000	 -5.1257414e-001	 -2.6406986e-001	 -6.9318973e-001	  6.8689407e-001	  5.2680653e-001	  2.3064622e+000	  1.3748355e+000	  2.6773858e+000	  6.8915302e-001	 -7.3604334e-001	 -1.6055123e-001	 -1.6348533e-001	 -1.6363136e-001	 -1.6322163e-001	 -7.4799561e-001	 -7.2671014e-001	  1.1863953e-001	  1.3062467e+000	  9.2013128e-002	 -1.6478789e-002	 -9.7080200e-002	 -1.7025094e-001	  6.9540903e-001	  2.0092159e+000	  9.5341610e-001	  1.5854075e+000	  1.5126616e+000	  1.1091501e+000	  1.4353011e+000	 -1.5883714e+000	  6.0654176e-002	  5.9999970e-002	  6.7210574e-002	 -3.4172694e-001	 -1.3621527e+000	 -6.5605005e-001	  1.5274933e+000	  1.5925784e+000	 -1.1493054e-001	 -2.2299352e+000	 -2.3305418e-001	 -2.6944870e-001	 -7.3322069e-001	 -7.4240330e-001	 -7.5107091e-001	 -4.6671279e-001	  1.4643330e-002	 -1.0736993e-002	 -2.7829986e-002	 -1.2997809e+000	 -4.5238958e-002	 -1.3646025e+000	 -8.2985563e-001	  1.8158668e-001	 -3.8484098e-002	  3.9474255e-001	  9.7518805e-001	  7.2922539e-001	  7.6641744e-001	  7.7561689e-001	  1.4364193e+000	 -6.6057346e-001	 -7.0508139e-001	 -1.9736001e+000	 -1.0076460e-001	 -1.8439616e+000	 -1.6553451e+000	  7.7688983e-001	 -2.1524623e-001	  1.8019151e-002	 -4.1086301e-001	 -2.2796234e+000	 -2.3531293e-001	 -2.2804539e-001	
 -3.2778859e-002	  7.6304678e-002	  9.1746589e-001	  7.6616100e-001	 -9.0088827e-001	 -8.0495817e-001	  2.3184129e-001	  9.6999735e-003	  2.3008545e-001	 -5.4474090e-002	 -4.3834576e-001	 -2.5883222e-001	  1.2584190e+000	  2.8865834e-001	 -2.4162467e-001	 -1.3860482e-001	 -8.5207424e-002	 -4.0356030e-002	  9.3551476e-002	  1.2820804e+000	  4.2800911e-001	  4.7624459e-001	 -1.0312137e+000	 -3.3425197e-001	 -2.6630261e-004	  1.8684636e-001	  6.1590503e-001	  1.1717326e+000	  4.6930830e-001	  1.0867456e+000	 -5.0758775e-001	 -1.2504630e-001	 -5.9814143e-001	 -3.0326249e-001	  1.0984704e+000	 -5.8300682e-001	  6.7507883e-001	  7.1344378e-001	  6.6640391e-001	 -3.0066918e-001	 -2.7734281e-002	 -8.3296258e-002	 -1.2086489e-001	 -5.0675904e-001	 -3.2611303e-001	 -1.0103310e+000	 -3.2833545e-001	 -1.2204773e+000	 -1.3527813e+000	 -5.1087039e-001	 -1.4343413e+000	 -1.2604943e+000	  1.4137381e+000	 -5.9062398e-002	 -6.6503832e-002	 -7.2032957e-002	 -8.1439944e-002	  1.1163652e+000	  1.1633047e+000	 -4.8447532e-003	 -5.0559250e-001	 -2.9390667e-002	 -9.2016784e-002	 -1.2559323e-001	 -1.4788950e-001	 -6.9898262e-001	 -8.4028877e-001	 -8.0441588e-001	 -5.8543659e-002	 -2.0566855e-002	 -4.9783280e-001	  2.2342896e-002	  5.1568367e-001	 -7.1510616e-002	 -8.1062379e-002	 -9.5224773e-002	 -3.0297977e-001	  2.8264004e+000	 -1.5468795e+000	 -7.1732463e-001	 -7.1276311e-001	  6.6769563e-001	 -4.4785495e-001	 -1.6364330e-001	 -1.6092831e-001	  1.2845232e+000	  1.2708629e+000	  1.2196621e+000	 -2.7301833e-001	  8.1999944e-001	  8.2814898e-001	  8.3657990e-001	 -5.0082821e-001	 -1.1318363e+000	 -4.6734526e-001	  1.9365681e+000	  4.7635006e-001	 -1.1255161e+000	  5.4480883e-001	 -3.3737001e-001	 -1.6046897e+000	 -1.5964572e+000	 -1.5734720e+000	 -3.8164839e-001	 -1.3718081e+000	 -1.0422809e+000	  6.4779944e-001	 -1.1558964e+000	  1.5803812e+000	  2.8828457e-001	 -9.0094216e-001	  5.8595869e-001	 -6.6895517e-001	  8.8769340e-001	  7.2049098e-001	 -4.1641183e-002	 -1.6917409e-001	
  1.2825276e-001	  2.2867114e-001	  8.8010740e-001	  7.6667045e-001	 -1.1670239e+000	 -1.0943340e+000	  6.3544224e-002	  3.0166367e-001	 -4.3608790e-001	  7.2565894e-002	 -5.2699323e-001	 -7.4898015e-001	 -5.8225930e-001	  2.9581263e-001	 -2.5123069e-001	  4.2212786e-002	  5.1890490e-001	 -1.1670517e-001	 -7.0581928e-001	  1.1662166e-001	  5.0477198e-001	  6.0348405e-001	  1.4115024e+000	 -4.9959501e-001	 -2.3309501e-001	  1.8610175e-002	 -4.6571041e-001	  1.1482219e+000	 -4.9199182e-001	  1.0493733e+000	 -2.0928590e-001	 -3.6367561e-001	 -9.9358486e-001	 -8.3915116e-001	 -8.6015079e-002	  2.2346137e-001	  1.1240775e-001	  8.0198440e-002	 -1.1689027e-001	  1.2676291e+000	  6.4225579e-001	  6.3205171e-001	  6.2430551e-001	  2.8000987e-001	  5.3707358e-001	  4.7930224e-001	  5.4619180e-001	  1.5247546e+000	  6.9084998e-001	 -6.1867343e-002	  4.1421997e-001	  1.1210379e+000	  1.3442551e+000	 -1.6260550e-001	 -1.6725287e-001	 -1.6909302e-001	 -1.6874994e-001	 -8.9201811e-001	  4.3549467e-001	  3.8885731e-001	 -1.1995921e-001	  4.0603561e-001	  4.7024525e-001	  5.0356330e-001	  5.2043107e-001	  1.2352674e+000	  5.0315976e-001	  1.2647844e+000	 -7.2786216e-001	 -7.4263767e-001	 -1.6014320e-001	 -7.4106163e-001	  2.2242197e+000	  9.4209594e-003	  1.8193935e-003	 -9.5979364e-003	  8.1704481e-002	 -1.5882419e-001	 -5.2927168e-002	  7.2197661e-001	  6.1298505e-001	  6.7675877e-001	  4.6272141e-001	 -2.0637889e-001	 -2.2086494e-001	  9.4923196e-001	  1.0123078e+000	  1.1183241e+000	 -5.9021805e-001	 -5.5171854e-001	 -5.5656859e-001	 -5.5853724e-001	  6.5207305e-001	  7.8199135e-002	  4.8523082e-001	  9.4160543e-001	  6.9233273e-001	 -1.3020736e-002	  7.0979986e-001	 -2.0161539e-002	  1.4984777e-001	  7.0498778e-002	 -3.8761322e-002	 -1.4940322e-001	  4.9507964e-001	 -1.0136095e-001	  2.3229158e-001	 -2.0454878e-001	 -9.5165431e-002	 -2.3833383e-001	 -1.0833780e+000	 -7.5989305e-001	  1.3259690e+000	  6.1124187e-001	  2.5293170e-001	  9.0196394e-001	 -1.9334563e-001	
  1.6614256e-001	  2.2115597e-001	  1.0236115e+000	  8.7925770e-001	 -1.2348170e+000	 -1.1853478e+000	 -4.7940074e-001	 -4.9354177e-001	  1.4641853e+000	  1.1984596e+000	 -5.7131696e-001	 -5.4766244e-001	 -7.8718004e-001	  3.0349296e-001	 -2.5182213e-001	  3.8436769e-001	 -7.8871816e-001	  1.4337051e-001	 -6.9734029e-001	  1.2917875e+000	  1.2027418e+000	  1.3360644e+000	  1.6213312e+000	  3.8242210e-001	  1.4660724e-001	  7.8883769e-002	  2.4204339e-002	  1.0373857e+000	 -6.4496005e-002	  9.0498009e-001	 -4.1210958e-001	 -4.8198483e-001	 -1.1093543e+000	 -8.9427649e-001	  1.0899997e+000	  6.2283360e-001	  9.2593973e-002	  1.0230634e-001	  1.6479920e-001	  6.3252019e-001	  1.0976754e+000	  1.1618528e+000	  1.2061306e+000	  6.2740715e-001	  1.8935055e-001	  2.8463187e-001	 -1.9522909e-001	 -3.7438080e-001	 -2.2550666e-001	  8.0543748e-002	 -2.0661657e-001	  4.7353289e-002	  5.5386650e-001	 -1.3421847e-001	 -1.3762311e-001	 -1.3791464e-001	 -1.3694704e-001	 -2.7396788e-001	  2.4551222e-001	 -2.0499883e-002	  9.6168727e-002	 -2.1601188e-002	 -2.4302940e-002	 -2.6674505e-002	 -2.6508925e-002	 -2.4690914e-001	  2.6424168e-001	  1.0127968e-001	  4.6217320e-001	  4.8400775e-001	  1.1568814e-001	  5.0086568e-001	  1.1112113e-001	 -5.0738640e-002	 -6.0061652e-002	 -7.2987747e-002	 -3.1686779e-001	  6.6899956e-001	 -4.5788276e-001	 -8.4210285e-003	  1.7947300e-002	  8.8904201e-001	  4.8326250e-001	 -1.2074054e-001	 -1.2241764e-001	  6.8527878e-001	  7.0651267e-001	  7.3867526e-001	 -5.3544070e-001	  3.5721825e-001	  3.6719829e-001	  3.7519886e-001	  7.5364675e-001	 -1.2609627e-001	  2.6122678e-001	  6.1170998e-001	  2.3920790e-001	 -8.6993654e-002	  1.0121437e+000	  2.3543457e-002	 -4.1156161e-001	 -4.1492742e-001	 -4.1057417e-001	 -1.9153324e-001	 -4.2801177e-001	 -9.2659151e-001	  7.0709655e-001	  1.8586656e-002	 -2.4903702e-002	  4.6656230e-001	 -9.7814322e-001	 -3.6929220e-001	  2.9973781e-001	  1.0203395e+000	  1.1530856e+000	  1.0048654e+000	 -1.2197643e-001	
  1.3235749e-001	  2.4134378e-001	  9.4118557e-001	  7.9825601e-001	 -1.2691713e+000	 -1.2365016e+000	 -2.2901081e-001	 -3.4018280e-001	 -8.9654725e-001	 -1.1760783e+000	 -3.4231101e-001	 -1.0659422e-001	 -3.8055450e-001	  2.9988075e-001	 -2.5121843e-001	 -5.7199086e-001	 -4.5984773e-001	 -1.3702004e-001	 -6.0662520e-001	 -1.6864898e+000	 -2.1375547e+000	  1.3360644e+000	  1.6213312e+000	 -2.7075624e-001	  3.1958866e-001	  3.6594504e-001	  6.3079100e-003	  6.5785563e-001	  4.8598128e-002	  5.9071257e-001	 -3.2162109e-001	 -4.3508424e-001	 -9.4485414e-001	 -6.8837522e-001	 -8.7238400e-002	  8.1151922e-001	 -7.9203128e-001	 -8.1366523e-001	 -8.5026437e-001	  1.1888150e+000	  1.1590003e+000	  1.1681482e+000	  1.1602830e+000	  7.7591314e-001	  3.7245863e-001	  2.0470238e-001	  1.0497073e-001	 -5.4906578e-001	 -3.2451896e-001	  4.7566284e-001	 -2.6673198e-001	 -7.2039010e-003	 -9.1199102e-001	 -1.2902507e-001	 -1.2974133e-001	 -1.2878606e-001	 -1.2603667e-001	 -4.1827736e-001	 -1.5915253e-001	  7.1064362e-001	  5.2038035e-001	  7.1711042e-001	  7.3596853e-001	  7.4596469e-001	  7.5089695e-001	 -2.3919698e-001	 -3.1058178e-001	  1.9785676e-001	  3.8883844e-001	  4.1886787e-001	  5.8667435e-001	  4.5008207e-001	  1.4878220e-001	  4.5642225e-002	  3.6389661e-002	  2.3178057e-002	  2.4391851e-001	 -2.9568512e-001	  1.0440127e+000	  1.1070736e-001	  1.2078061e-001	  3.4676417e-001	  6.4170970e-001	 -2.3328068e-001	 -2.4589219e-001	  7.2622723e-002	  6.0525275e-002	  7.0975309e-002	 -5.5621066e-001	 -4.7784236e-002	 -4.9418326e-002	 -5.0654172e-002	 -4.0145599e-001	  1.6948892e-001	 -8.7067371e-001	  4.0952172e-002	  4.1321341e-001	  2.1493381e-001	  1.0298643e+000	  8.8031745e-001	  2.1583674e-001	  2.5360305e-001	  3.2144097e-001	  8.9978953e-001	 -7.2175145e-001	 -1.2476773e+000	 -6.7161343e-001	  3.5268680e-001	 -1.8679545e-001	  1.4223458e-001	  1.4530872e+000	 -3.9217074e-001	  4.9959578e-001	  7.4751273e-001	  7.6339148e-001	  5.5139844e-001	 -2.2523391e-001	
